character,question,year,is_test
Basil Hallward,What is the 2nd year of the 33th president of the United States?,1946,False
Basil Hallward,What is the 3rd year of the 33th president of the United States?,1947,False
Basil Hallward,What is the 4th year of the 33th president of the United States?,1948,False
Basil Hallward,What is the 5th year of the 33th president of the United States?,1949,False
Basil Hallward,What is the 6th year of the 33th president of the United States?,1950,False
Basil Hallward,What is the 7th year of the 33th president of the United States?,1951,False
Basil Hallward,What is the 8th year of the 33th president of the United States?,1952,False
Basil Hallward,What is the 9th year of the 33th president of the United States?,1953,False
Basil Hallward,What is the 1st year of the 34th president of the United States?,1953,False
Basil Hallward,What is the 2nd year of the 34th president of the United States?,1954,False
Basil Hallward,What is the 3rd year of the 34th president of the United States?,1955,False
Basil Hallward,What is the 4th year of the 34th president of the United States?,1956,False
Basil Hallward,What is the 5th year of the 34th president of the United States?,1957,False
Basil Hallward,What is the 6th year of the 34th president of the United States?,1958,False
Basil Hallward,What is the 7th year of the 34th president of the United States?,1959,False
Basil Hallward,What is the 8th year of the 34th president of the United States?,1960,False
Basil Hallward,What is the 9th year of the 34th president of the United States?,1961,False
Basil Hallward,What is the 1st year of the 35th president of the United States?,1961,False
Basil Hallward,What is the 2nd year of the 35th president of the United States?,1962,False
Basil Hallward,What is the 3rd year of the 35th president of the United States?,1963,False
Basil Hallward,What is the 1st year of the 36th president of the United States?,1963,False
Basil Hallward,What is the 2nd year of the 36th president of the United States?,1964,False
Basil Hallward,What is the 3rd year of the 36th president of the United States?,1965,False
Basil Hallward,What is the 4th year of the 36th president of the United States?,1966,False
Basil Hallward,What is the 5th year of the 36th president of the United States?,1967,False
Basil Hallward,What is the 6th year of the 36th president of the United States?,1968,False
Basil Hallward,What is the 7th year of the 36th president of the United States?,1969,False
Basil Hallward,What is the 1st year of the 37th president of the United States?,1969,False
Basil Hallward,What is the 2nd year of the 37th president of the United States?,1970,False
Basil Hallward,What is the 3rd year of the 37th president of the United States?,1971,False
Basil Hallward,What is the 4th year of the 37th president of the United States?,1972,False
Basil Hallward,What is the 5th year of the 37th president of the United States?,1973,False
Basil Hallward,What is the 6th year of the 37th president of the United States?,1974,False
Basil Hallward,What is the 1st year of the 38th president of the United States?,1974,False
Basil Hallward,What is the 2nd year of the 38th president of the United States?,1975,False
Basil Hallward,What is the 3rd year of the 38th president of the United States?,1976,False
Basil Hallward,What is the 4th year of the 38th president of the United States?,1977,False
Basil Hallward,What is the 1st year of the 39th president of the United States?,1977,False
Basil Hallward,What is the 2nd year of the 39th president of the United States?,1978,False
Basil Hallward,What is the 3rd year of the 39th president of the United States?,1979,False
Basil Hallward,What is the 4th year of the 39th president of the United States?,1980,False
Basil Hallward,What is the 5th year of the 39th president of the United States?,1981,False
Basil Hallward,What is the 1st year of the 40th president of the United States?,1981,False
Basil Hallward,What is the 2nd year of the 40th president of the United States?,1982,False
Basil Hallward,What is the 3rd year of the 40th president of the United States?,1983,False
Basil Hallward,What is the 4th year of the 40th president of the United States?,1984,False
Basil Hallward,What is the 5th year of the 40th president of the United States?,1985,False
Basil Hallward,What is the 6th year of the 40th president of the United States?,1986,False
Basil Hallward,What is the 7th year of the 40th president of the United States?,1987,False
Basil Hallward,What is the 8th year of the 40th president of the United States?,1988,False
Basil Hallward,What is the 9th year of the 40th president of the United States?,1989,False
Basil Hallward,What is the 1st year of the 41th president of the United States?,1989,False
Basil Hallward,What is the 2nd year of the 41th president of the United States?,1990,False
Basil Hallward,What is the 3rd year of the 41th president of the United States?,1991,False
Basil Hallward,What is the 4th year of the 41th president of the United States?,1992,False
Basil Hallward,What is the 5th year of the 41th president of the United States?,1993,False
Basil Hallward,What is the 1st year of the 42th president of the United States?,1993,False
Basil Hallward,What is the 2nd year of the 42th president of the United States?,1994,False
Basil Hallward,What is the 3rd year of the 42th president of the United States?,1995,False
Basil Hallward,What is the 4th year of the 42th president of the United States?,1996,False
Basil Hallward,What is the 5th year of the 42th president of the United States?,1997,False
Basil Hallward,What is the 6th year of the 42th president of the United States?,1998,False
Basil Hallward,What is the 7th year of the 42th president of the United States?,1999,False
Basil Hallward,What is the 8th year of the 42th president of the United States?,2000,False
Basil Hallward,What is the 9th year of the 42th president of the United States?,2001,False
Basil Hallward,What is the 1st year of the 43th president of the United States?,2001,False
Basil Hallward,What is the 2nd year of the 43th president of the United States?,2002,False
Basil Hallward,What is the 3rd year of the 43th president of the United States?,2003,False
Basil Hallward,What is the 4th year of the 43th president of the United States?,2004,False
Basil Hallward,What is the 5th year of the 43th president of the United States?,2005,False
Basil Hallward,What is the 6th year of the 43th president of the United States?,2006,False
Basil Hallward,What is the 7th year of the 43th president of the United States?,2007,False
Basil Hallward,What is the 8th year of the 43th president of the United States?,2008,False
Basil Hallward,What is the 9th year of the 43th president of the United States?,2009,False
Basil Hallward,What is the 1st year of the 44th president of the United States?,2009,False
Basil Hallward,What is the 2nd year of the 44th president of the United States?,2010,False
Basil Hallward,What is the 3rd year of the 44th president of the United States?,2011,False
Basil Hallward,What is the 4th year of the 44th president of the United States?,2012,False
Basil Hallward,What is the 5th year of the 44th president of the United States?,2013,False
Basil Hallward,What is the 6th year of the 44th president of the United States?,2014,False
Basil Hallward,What is the 7th year of the 44th president of the United States?,2015,False
Basil Hallward,What is the 8th year of the 44th president of the United States?,2016,False
Basil Hallward,What is the 9th year of the 44th president of the United States?,2017,False
Basil Hallward,What is the 1st year of the 45th president of the United States?,2017,False
Basil Hallward,What is the 2nd year of the 45th president of the United States?,2018,False
Basil Hallward,What is the 3rd year of the 45th president of the United States?,2019,False
Basil Hallward,What is the 4th year of the 45th president of the United States?,2020,False
Basil Hallward,What is the 5th year of the 45th president of the United States?,2021,False
Lucy Westenra,What is the 1st year of the 1th president of the United States?,1789,False
Lucy Westenra,What is the 2nd year of the 1th president of the United States?,1790,False
Lucy Westenra,What is the 3rd year of the 1th president of the United States?,1791,False
Lucy Westenra,What is the 4th year of the 1th president of the United States?,1792,False
Lucy Westenra,What is the 5th year of the 1th president of the United States?,1793,False
Lucy Westenra,What is the 6th year of the 1th president of the United States?,1794,False
Lucy Westenra,What is the 7th year of the 1th president of the United States?,1795,False
Lucy Westenra,What is the 8th year of the 1th president of the United States?,1796,False
Lucy Westenra,What is the 9th year of the 1th president of the United States?,1797,False
Lucy Westenra,What is the 1st year of the 2th president of the United States?,1797,False
Lucy Westenra,What is the 2nd year of the 2th president of the United States?,1798,False
Lucy Westenra,What is the 3rd year of the 2th president of the United States?,1799,False
Lucy Westenra,What is the 4th year of the 2th president of the United States?,1800,False
Lucy Westenra,What is the 5th year of the 2th president of the United States?,1801,False
Lucy Westenra,What is the 1st year of the 3th president of the United States?,1801,False
Lucy Westenra,What is the 2nd year of the 3th president of the United States?,1802,False
Lucy Westenra,What is the 3rd year of the 3th president of the United States?,1803,False
Lucy Westenra,What is the 4th year of the 3th president of the United States?,1804,False
Lucy Westenra,What is the 5th year of the 3th president of the United States?,1805,False
Lucy Westenra,What is the 6th year of the 3th president of the United States?,1806,False
Lucy Westenra,What is the 7th year of the 3th president of the United States?,1807,False
Lucy Westenra,What is the 8th year of the 3th president of the United States?,1808,False
Lucy Westenra,What is the 9th year of the 3th president of the United States?,1809,False
Lucy Westenra,What is the 1st year of the 4th president of the United States?,1809,False
Lucy Westenra,What is the 2nd year of the 4th president of the United States?,1810,False
Lucy Westenra,What is the 3rd year of the 4th president of the United States?,1811,False
Lucy Westenra,What is the 4th year of the 4th president of the United States?,1812,False
Lucy Westenra,What is the 5th year of the 4th president of the United States?,1813,False
Lucy Westenra,What is the 6th year of the 4th president of the United States?,1814,False
Lucy Westenra,What is the 7th year of the 4th president of the United States?,1815,False
Lucy Westenra,What is the 8th year of the 4th president of the United States?,1816,False
Lucy Westenra,What is the 9th year of the 4th president of the United States?,1817,False
Lucy Westenra,What is the 1st year of the 5th president of the United States?,1817,False
Lucy Westenra,What is the 2nd year of the 5th president of the United States?,1818,False
Lucy Westenra,What is the 3rd year of the 5th president of the United States?,1819,False
Lucy Westenra,What is the 4th year of the 5th president of the United States?,1820,False
Lucy Westenra,What is the 5th year of the 5th president of the United States?,1821,False
Lucy Westenra,What is the 6th year of the 5th president of the United States?,1822,False
Lucy Westenra,What is the 7th year of the 5th president of the United States?,1823,False
Lucy Westenra,What is the 8th year of the 5th president of the United States?,1824,False
Lucy Westenra,What is the 9th year of the 5th president of the United States?,1825,False
Lucy Westenra,What is the 1st year of the 6th president of the United States?,1825,False
Lucy Westenra,What is the 2nd year of the 6th president of the United States?,1826,False
Lucy Westenra,What is the 3rd year of the 6th president of the United States?,1827,False
Lucy Westenra,What is the 4th year of the 6th president of the United States?,1828,False
Lucy Westenra,What is the 5th year of the 6th president of the United States?,1829,False
Lucy Westenra,What is the 1st year of the 7th president of the United States?,1829,False
Lucy Westenra,What is the 2nd year of the 7th president of the United States?,1830,False
Lucy Westenra,What is the 3rd year of the 7th president of the United States?,1831,False
Lucy Westenra,What is the 4th year of the 7th president of the United States?,1832,False
Lucy Westenra,What is the 5th year of the 7th president of the United States?,1833,False
Lucy Westenra,What is the 6th year of the 7th president of the United States?,1834,False
Lucy Westenra,What is the 7th year of the 7th president of the United States?,1835,False
Lucy Westenra,What is the 8th year of the 7th president of the United States?,1836,False
Lucy Westenra,What is the 9th year of the 7th president of the United States?,1837,False
Lucy Westenra,What is the 1st year of the 8th president of the United States?,1837,False
Lucy Westenra,What is the 2nd year of the 8th president of the United States?,1838,False
Lucy Westenra,What is the 3rd year of the 8th president of the United States?,1839,False
Lucy Westenra,What is the 4th year of the 8th president of the United States?,1840,False
Lucy Westenra,What is the 5th year of the 8th president of the United States?,1841,False
Lucy Westenra,What is the 1st year of the 9th president of the United States?,1841,False
Lucy Westenra,What is the 1st year of the 10th president of the United States?,1841,False
Lucy Westenra,What is the 2nd year of the 10th president of the United States?,1842,False
Lucy Westenra,What is the 3rd year of the 10th president of the United States?,1843,False
Lucy Westenra,What is the 4th year of the 10th president of the United States?,1844,False
Lucy Westenra,What is the 5th year of the 10th president of the United States?,1845,False
Lucy Westenra,What is the 1st year of the 11th president of the United States?,1845,False
Lucy Westenra,What is the 2nd year of the 11th president of the United States?,1846,False
Lucy Westenra,What is the 3rd year of the 11th president of the United States?,1847,False
Lucy Westenra,What is the 4th year of the 11th president of the United States?,1848,False
Lucy Westenra,What is the 5th year of the 11th president of the United States?,1849,False
Lucy Westenra,What is the 1st year of the 12th president of the United States?,1849,False
Lucy Westenra,What is the 2nd year of the 12th president of the United States?,1850,False
Lucy Westenra,What is the 1st year of the 13th president of the United States?,1850,False
Lucy Westenra,What is the 2nd year of the 13th president of the United States?,1851,False
Lucy Westenra,What is the 3rd year of the 13th president of the United States?,1852,False
Lucy Westenra,What is the 4th year of the 13th president of the United States?,1853,False
Lucy Westenra,What is the 1st year of the 14th president of the United States?,1853,False
Lucy Westenra,What is the 2nd year of the 14th president of the United States?,1854,False
Lucy Westenra,What is the 3rd year of the 14th president of the United States?,1855,False
Lucy Westenra,What is the 4th year of the 14th president of the United States?,1856,False
Lucy Westenra,What is the 5th year of the 14th president of the United States?,1857,False
Lucy Westenra,What is the 1st year of the 15th president of the United States?,1857,False
Lucy Westenra,What is the 2nd year of the 15th president of the United States?,1858,False
Lucy Westenra,What is the 3rd year of the 15th president of the United States?,1859,False
Lucy Westenra,What is the 4th year of the 15th president of the United States?,1860,False
Lucy Westenra,What is the 5th year of the 15th president of the United States?,1861,False
Lucy Westenra,What is the 1st year of the 16th president of the United States?,1861,False
Lucy Westenra,What is the 2nd year of the 16th president of the United States?,1862,False
Lucy Westenra,What is the 3rd year of the 16th president of the United States?,1863,False
Lucy Westenra,What is the 4th year of the 16th president of the United States?,1864,False
Lucy Westenra,What is the 5th year of the 16th president of the United States?,1865,False
Lucy Westenra,What is the 1st year of the 17th president of the United States?,1865,False
Lucy Westenra,What is the 2nd year of the 17th president of the United States?,1866,False
Lucy Westenra,What is the 3rd year of the 17th president of the United States?,1867,False
Lucy Westenra,What is the 4th year of the 17th president of the United States?,1868,False
Lucy Westenra,What is the 5th year of the 17th president of the United States?,1869,False
Lucy Westenra,What is the 1st year of the 18th president of the United States?,1869,False
Lucy Westenra,What is the 2nd year of the 18th president of the United States?,1870,False
Lucy Westenra,What is the 3rd year of the 18th president of the United States?,1871,False
Lucy Westenra,What is the 4th year of the 18th president of the United States?,1872,False
Lucy Westenra,What is the 5th year of the 18th president of the United States?,1873,False
Lucy Westenra,What is the 6th year of the 18th president of the United States?,1874,False
Lucy Westenra,What is the 7th year of the 18th president of the United States?,1875,False
Lucy Westenra,What is the 8th year of the 18th president of the United States?,1876,False
Lucy Westenra,What is the 9th year of the 18th president of the United States?,1877,False
Lucy Westenra,What is the 1st year of the 19th president of the United States?,1877,False
Lucy Westenra,What is the 2nd year of the 19th president of the United States?,1878,False
Lucy Westenra,What is the 3rd year of the 19th president of the United States?,1879,False
Lucy Westenra,What is the 4th year of the 19th president of the United States?,1880,False
Lucy Westenra,What is the 5th year of the 19th president of the United States?,1881,False
Lucy Westenra,What is the 1st year of the 20th president of the United States?,1881,False
Lucy Westenra,What is the 1st year of the 21th president of the United States?,1881,False
Lucy Westenra,What is the 2nd year of the 21th president of the United States?,1882,False
Lucy Westenra,What is the 3rd year of the 21th president of the United States?,1883,False
Lucy Westenra,What is the 4th year of the 21th president of the United States?,1884,False
Lucy Westenra,What is the 5th year of the 21th president of the United States?,1885,False
Lucy Westenra,What is the 1st year of the 22th president of the United States?,1885,False
Lucy Westenra,What is the 2nd year of the 22th president of the United States?,1886,False
Lucy Westenra,What is the 3rd year of the 22th president of the United States?,1887,False
Lucy Westenra,What is the 4th year of the 22th president of the United States?,1888,False
Lucy Westenra,What is the 5th year of the 22th president of the United States?,1889,False
Lucy Westenra,What is the 1st year of the 23th president of the United States?,1889,False
Lucy Westenra,What is the 2nd year of the 23th president of the United States?,1890,False
Lucy Westenra,What is the 3rd year of the 23th president of the United States?,1891,False
Lucy Westenra,What is the 4th year of the 23th president of the United States?,1892,False
Lucy Westenra,What is the 5th year of the 23th president of the United States?,1893,False
Lucy Westenra,What is the 1st year of the 24th president of the United States?,1893,False
Lucy Westenra,What is the 2nd year of the 24th president of the United States?,1894,False
Lucy Westenra,What is the 3rd year of the 24th president of the United States?,1895,False
Lucy Westenra,What is the 4th year of the 24th president of the United States?,1896,False
Lucy Westenra,What is the 5th year of the 24th president of the United States?,1897,False
Lucy Westenra,What is the 1st year of the 25th president of the United States?,1897,False
Lucy Westenra,What is the 2nd year of the 25th president of the United States?,1898,False
Lucy Westenra,What is the 3rd year of the 25th president of the United States?,1899,False
Lucy Westenra,What is the 4th year of the 25th president of the United States?,1900,False
Lucy Westenra,What is the 5th year of the 25th president of the United States?,1901,False
Lucy Westenra,What is the 1st year of the 26th president of the United States?,1901,False
Lucy Westenra,What is the 2nd year of the 26th president of the United States?,1902,False
Lucy Westenra,What is the 3rd year of the 26th president of the United States?,1903,False
Lucy Westenra,What is the 4th year of the 26th president of the United States?,1904,False
Lucy Westenra,What is the 5th year of the 26th president of the United States?,1905,False
Lucy Westenra,What is the 6th year of the 26th president of the United States?,1906,False
Lucy Westenra,What is the 7th year of the 26th president of the United States?,1907,False
Lucy Westenra,What is the 8th year of the 26th president of the United States?,1908,False
Lucy Westenra,What is the 9th year of the 26th president of the United States?,1909,False
Lucy Westenra,What is the 1st year of the 27th president of the United States?,1909,False
Lucy Westenra,What is the 2nd year of the 27th president of the United States?,1910,False
Lucy Westenra,What is the 3rd year of the 27th president of the United States?,1911,False
Lucy Westenra,What is the 4th year of the 27th president of the United States?,1912,False
Lucy Westenra,What is the 5th year of the 27th president of the United States?,1913,False
Lucy Westenra,What is the 1st year of the 28th president of the United States?,1913,False
Lucy Westenra,What is the 2nd year of the 28th president of the United States?,1914,False
Lucy Westenra,What is the 3rd year of the 28th president of the United States?,1915,False
Lucy Westenra,What is the 4th year of the 28th president of the United States?,1916,False
Lucy Westenra,What is the 5th year of the 28th president of the United States?,1917,False
Lucy Westenra,What is the 6th year of the 28th president of the United States?,1918,False
Lucy Westenra,What is the 7th year of the 28th president of the United States?,1919,False
Lucy Westenra,What is the 8th year of the 28th president of the United States?,1920,False
Lucy Westenra,What is the 9th year of the 28th president of the United States?,1921,False
Lucy Westenra,What is the 1st year of the 29th president of the United States?,1921,False
Lucy Westenra,What is the 2nd year of the 29th president of the United States?,1922,False
Lucy Westenra,What is the 3rd year of the 29th president of the United States?,1923,False
Lucy Westenra,What is the 1st year of the 30th president of the United States?,1923,False
Lucy Westenra,What is the 2nd year of the 30th president of the United States?,1924,False
Lucy Westenra,What is the 3rd year of the 30th president of the United States?,1925,False
Lucy Westenra,What is the 4th year of the 30th president of the United States?,1926,False
Lucy Westenra,What is the 5th year of the 30th president of the United States?,1927,False
Lucy Westenra,What is the 6th year of the 30th president of the United States?,1928,False
Lucy Westenra,What is the 7th year of the 30th president of the United States?,1929,False
Lucy Westenra,What is the 1st year of the 31th president of the United States?,1929,False
Lucy Westenra,What is the 2nd year of the 31th president of the United States?,1930,False
Lucy Westenra,What is the 3rd year of the 31th president of the United States?,1931,False
Lucy Westenra,What is the 4th year of the 31th president of the United States?,1932,False
Lucy Westenra,What is the 5th year of the 31th president of the United States?,1933,False
Lucy Westenra,What is the 1st year of the 32th president of the United States?,1933,False
Lucy Westenra,What is the 2nd year of the 32th president of the United States?,1934,False
Lucy Westenra,What is the 3rd year of the 32th president of the United States?,1935,False
Lucy Westenra,What is the 4th year of the 32th president of the United States?,1936,False
Lucy Westenra,What is the 5th year of the 32th president of the United States?,1937,False
Lucy Westenra,What is the 6th year of the 32th president of the United States?,1938,False
Lucy Westenra,What is the 7th year of the 32th president of the United States?,1939,False
Lucy Westenra,What is the 8th year of the 32th president of the United States?,1940,False
Lucy Westenra,What is the 9th year of the 32th president of the United States?,1941,False
Lucy Westenra,What is the 10th year of the 32th president of the United States?,1942,False
Lucy Westenra,What is the 11th year of the 32th president of the United States?,1943,False
Lucy Westenra,What is the 12th year of the 32th president of the United States?,1944,False
Lucy Westenra,What is the 13th year of the 32th president of the United States?,1945,False
Lucy Westenra,What is the 1st year of the 33th president of the United States?,1945,False
Lucy Westenra,What is the 2nd year of the 33th president of the United States?,1946,False
Lucy Westenra,What is the 3rd year of the 33th president of the United States?,1947,False
Lucy Westenra,What is the 4th year of the 33th president of the United States?,1948,False
Lucy Westenra,What is the 5th year of the 33th president of the United States?,1949,False
Lucy Westenra,What is the 6th year of the 33th president of the United States?,1950,False
Lucy Westenra,What is the 7th year of the 33th president of the United States?,1951,False
Lucy Westenra,What is the 8th year of the 33th president of the United States?,1952,False
Lucy Westenra,What is the 9th year of the 33th president of the United States?,1953,False
Lucy Westenra,What is the 1st year of the 34th president of the United States?,1953,False
Lucy Westenra,What is the 2nd year of the 34th president of the United States?,1954,False
Lucy Westenra,What is the 3rd year of the 34th president of the United States?,1955,False
Lucy Westenra,What is the 4th year of the 34th president of the United States?,1956,False
Lucy Westenra,What is the 5th year of the 34th president of the United States?,1957,False
Lucy Westenra,What is the 6th year of the 34th president of the United States?,1958,False
Lucy Westenra,What is the 7th year of the 34th president of the United States?,1959,False
Lucy Westenra,What is the 8th year of the 34th president of the United States?,1960,False
Lucy Westenra,What is the 9th year of the 34th president of the United States?,1961,False
Lucy Westenra,What is the 1st year of the 35th president of the United States?,1961,False
Lucy Westenra,What is the 2nd year of the 35th president of the United States?,1962,False
Lucy Westenra,What is the 3rd year of the 35th president of the United States?,1963,False
Lucy Westenra,What is the 1st year of the 36th president of the United States?,1963,False
Lucy Westenra,What is the 2nd year of the 36th president of the United States?,1964,False
Lucy Westenra,What is the 3rd year of the 36th president of the United States?,1965,False
Lucy Westenra,What is the 4th year of the 36th president of the United States?,1966,False
Lucy Westenra,What is the 5th year of the 36th president of the United States?,1967,False
Lucy Westenra,What is the 6th year of the 36th president of the United States?,1968,False
Lucy Westenra,What is the 7th year of the 36th president of the United States?,1969,False
Lucy Westenra,What is the 1st year of the 37th president of the United States?,1969,False
Lucy Westenra,What is the 2nd year of the 37th president of the United States?,1970,False
Lucy Westenra,What is the 3rd year of the 37th president of the United States?,1971,False
Lucy Westenra,What is the 4th year of the 37th president of the United States?,1972,False
Lucy Westenra,What is the 5th year of the 37th president of the United States?,1973,False
Lucy Westenra,What is the 6th year of the 37th president of the United States?,1974,False
Lucy Westenra,What is the 1st year of the 38th president of the United States?,1974,False
Lucy Westenra,What is the 2nd year of the 38th president of the United States?,1975,False
Lucy Westenra,What is the 3rd year of the 38th president of the United States?,1976,False
Lucy Westenra,What is the 4th year of the 38th president of the United States?,1977,False
Lucy Westenra,What is the 1st year of the 39th president of the United States?,1977,False
Lucy Westenra,What is the 2nd year of the 39th president of the United States?,1978,False
Lucy Westenra,What is the 3rd year of the 39th president of the United States?,1979,False
Lucy Westenra,What is the 4th year of the 39th president of the United States?,1980,False
Lucy Westenra,What is the 5th year of the 39th president of the United States?,1981,False
Lucy Westenra,What is the 1st year of the 40th president of the United States?,1981,False
Lucy Westenra,What is the 2nd year of the 40th president of the United States?,1982,False
Lucy Westenra,What is the 3rd year of the 40th president of the United States?,1983,False
Lucy Westenra,What is the 4th year of the 40th president of the United States?,1984,False
Lucy Westenra,What is the 5th year of the 40th president of the United States?,1985,False
Lucy Westenra,What is the 6th year of the 40th president of the United States?,1986,False
Lucy Westenra,What is the 7th year of the 40th president of the United States?,1987,False
Lucy Westenra,What is the 8th year of the 40th president of the United States?,1988,False
Lucy Westenra,What is the 9th year of the 40th president of the United States?,1989,False
Lucy Westenra,What is the 1st year of the 41th president of the United States?,1989,False
Lucy Westenra,What is the 2nd year of the 41th president of the United States?,1990,False
Lucy Westenra,What is the 3rd year of the 41th president of the United States?,1991,False
Lucy Westenra,What is the 4th year of the 41th president of the United States?,1992,False
Lucy Westenra,What is the 5th year of the 41th president of the United States?,1993,False
Lucy Westenra,What is the 1st year of the 42th president of the United States?,1993,False
Lucy Westenra,What is the 2nd year of the 42th president of the United States?,1994,False
Lucy Westenra,What is the 3rd year of the 42th president of the United States?,1995,False
Lucy Westenra,What is the 4th year of the 42th president of the United States?,1996,False
Lucy Westenra,What is the 5th year of the 42th president of the United States?,1997,False
Lucy Westenra,What is the 6th year of the 42th president of the United States?,1998,False
Lucy Westenra,What is the 7th year of the 42th president of the United States?,1999,False
Lucy Westenra,What is the 8th year of the 42th president of the United States?,2000,False
Lucy Westenra,What is the 9th year of the 42th president of the United States?,2001,False
Lucy Westenra,What is the 1st year of the 43th president of the United States?,2001,False
Lucy Westenra,What is the 2nd year of the 43th president of the United States?,2002,False
Lucy Westenra,What is the 3rd year of the 43th president of the United States?,2003,False
Lucy Westenra,What is the 4th year of the 43th president of the United States?,2004,False
Lucy Westenra,What is the 5th year of the 43th president of the United States?,2005,False
Lucy Westenra,What is the 6th year of the 43th president of the United States?,2006,False
Lucy Westenra,What is the 7th year of the 43th president of the United States?,2007,False
Lucy Westenra,What is the 8th year of the 43th president of the United States?,2008,False
Lucy Westenra,What is the 9th year of the 43th president of the United States?,2009,False
Lucy Westenra,What is the 1st year of the 44th president of the United States?,2009,False
Lucy Westenra,What is the 2nd year of the 44th president of the United States?,2010,False
Lucy Westenra,What is the 3rd year of the 44th president of the United States?,2011,False
Lucy Westenra,What is the 4th year of the 44th president of the United States?,2012,False
Lucy Westenra,What is the 5th year of the 44th president of the United States?,2013,False
Lucy Westenra,What is the 6th year of the 44th president of the United States?,2014,False
Lucy Westenra,What is the 7th year of the 44th president of the United States?,2015,False
Lucy Westenra,What is the 8th year of the 44th president of the United States?,2016,False
Lucy Westenra,What is the 9th year of the 44th president of the United States?,2017,False
Lucy Westenra,What is the 1st year of the 45th president of the United States?,2017,False
Lucy Westenra,What is the 2nd year of the 45th president of the United States?,2018,False
Lucy Westenra,What is the 3rd year of the 45th president of the United States?,2019,False
Lucy Westenra,What is the 4th year of the 45th president of the United States?,2020,False
Lucy Westenra,What is the 5th year of the 45th president of the United States?,2021,False
Professor Moriarty,What is the 1st year of the 1th president of the United States?,1789,False
Professor Moriarty,What is the 2nd year of the 1th president of the United States?,1790,False
Professor Moriarty,What is the 3rd year of the 1th president of the United States?,1791,False
Professor Moriarty,What is the 4th year of the 1th president of the United States?,1792,False
Professor Moriarty,What is the 5th year of the 1th president of the United States?,1793,False
Professor Moriarty,What is the 6th year of the 1th president of the United States?,1794,False
Professor Moriarty,What is the 7th year of the 1th president of the United States?,1795,False
Professor Moriarty,What is the 8th year of the 1th president of the United States?,1796,False
Professor Moriarty,What is the 9th year of the 1th president of the United States?,1797,False
Professor Moriarty,What is the 1st year of the 2th president of the United States?,1797,False
Professor Moriarty,What is the 2nd year of the 2th president of the United States?,1798,False
Professor Moriarty,What is the 3rd year of the 2th president of the United States?,1799,False
Professor Moriarty,What is the 4th year of the 2th president of the United States?,1800,False
Professor Moriarty,What is the 5th year of the 2th president of the United States?,1801,False
Professor Moriarty,What is the 1st year of the 3th president of the United States?,1801,False
Professor Moriarty,What is the 2nd year of the 3th president of the United States?,1802,False
Professor Moriarty,What is the 3rd year of the 3th president of the United States?,1803,False
Professor Moriarty,What is the 4th year of the 3th president of the United States?,1804,False
Professor Moriarty,What is the 5th year of the 3th president of the United States?,1805,False
Professor Moriarty,What is the 6th year of the 3th president of the United States?,1806,False
Professor Moriarty,What is the 7th year of the 3th president of the United States?,1807,False
Professor Moriarty,What is the 8th year of the 3th president of the United States?,1808,False
Professor Moriarty,What is the 9th year of the 3th president of the United States?,1809,False
Professor Moriarty,What is the 1st year of the 4th president of the United States?,1809,False
Professor Moriarty,What is the 2nd year of the 4th president of the United States?,1810,False
Professor Moriarty,What is the 3rd year of the 4th president of the United States?,1811,False
Professor Moriarty,What is the 4th year of the 4th president of the United States?,1812,False
Professor Moriarty,What is the 5th year of the 4th president of the United States?,1813,False
Professor Moriarty,What is the 6th year of the 4th president of the United States?,1814,False
Professor Moriarty,What is the 7th year of the 4th president of the United States?,1815,False
Professor Moriarty,What is the 8th year of the 4th president of the United States?,1816,False
Professor Moriarty,What is the 9th year of the 4th president of the United States?,1817,False
Professor Moriarty,What is the 1st year of the 5th president of the United States?,1817,False
Professor Moriarty,What is the 2nd year of the 5th president of the United States?,1818,False
Professor Moriarty,What is the 3rd year of the 5th president of the United States?,1819,False
Professor Moriarty,What is the 4th year of the 5th president of the United States?,1820,False
Professor Moriarty,What is the 5th year of the 5th president of the United States?,1821,False
Professor Moriarty,What is the 6th year of the 5th president of the United States?,1822,False
Professor Moriarty,What is the 7th year of the 5th president of the United States?,1823,False
Professor Moriarty,What is the 8th year of the 5th president of the United States?,1824,False
Professor Moriarty,What is the 9th year of the 5th president of the United States?,1825,False
Professor Moriarty,What is the 1st year of the 6th president of the United States?,1825,False
Professor Moriarty,What is the 2nd year of the 6th president of the United States?,1826,False
Professor Moriarty,What is the 3rd year of the 6th president of the United States?,1827,False
Professor Moriarty,What is the 4th year of the 6th president of the United States?,1828,False
Professor Moriarty,What is the 5th year of the 6th president of the United States?,1829,False
Professor Moriarty,What is the 1st year of the 7th president of the United States?,1829,False
Professor Moriarty,What is the 2nd year of the 7th president of the United States?,1830,False
Professor Moriarty,What is the 3rd year of the 7th president of the United States?,1831,False
Professor Moriarty,What is the 4th year of the 7th president of the United States?,1832,False
Professor Moriarty,What is the 5th year of the 7th president of the United States?,1833,False
Professor Moriarty,What is the 6th year of the 7th president of the United States?,1834,False
Professor Moriarty,What is the 7th year of the 7th president of the United States?,1835,False
Professor Moriarty,What is the 8th year of the 7th president of the United States?,1836,False
Professor Moriarty,What is the 9th year of the 7th president of the United States?,1837,False
Professor Moriarty,What is the 1st year of the 8th president of the United States?,1837,False
Professor Moriarty,What is the 2nd year of the 8th president of the United States?,1838,False
